Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
PTC,PTC Inc. - Common Stock,Q,N,N,100,N,N
PTCT,"PTC Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
PTEN,"Patterson-UTI Energy, Inc. - Common Stock",Q,N,N,100,N,N
PTGX,"Protagonist Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
PTHL,Pheton Holdings Ltd - Class A Ordinary Shares,S,N,N,100,N,N
PTIX,"Protagenic Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
PTIXW,"Protagenic Therapeutics, Inc. - Warrant",S,N,N,100,N,N
PTLE,PTL LTD - Class A Ordinary Shares,S,N,D,100,N,N
PTLO,Portillo's Inc. - Class A Common Stock,Q,N,N,100,N,N
PTMN,Portman Ridge Finance Corporation - Closed End Fund,Q,N,N,100,N,N
PTNM,Pitanium Limited - Class A Ordinary Shares,S,N,N,100,N,N
PTON,"Peloton Interactive, Inc. - Common Stock",Q,N,N,100,N,N
PUBM,"PubMatic, Inc. - Class A Common Stock",G,N,N,100,N,N
PULM,"Pulmatrix, Inc. - Common Stock",S,N,N,100,N,N
PVBC,"Provident Bancorp, Inc. - Common Stock",S,N,N,100,N,N
PVLA,"Palvella Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
PWM,Prestige Wealth Inc. - Class A Ordinary Shares,S,N,D,100,N,N
PWOD,"Penns Woods Bancorp, Inc. - Common Stock",Q,N,N,100,N,N
PWP,Perella Weinberg Partners - Class A Common Stock,Q,N,N,100,N,N
PXLW,"Pixelworks, Inc. - Common Stock",S,N,N,100,N,N
PXS,Pyxis Tankers Inc. - Common Stock,S,N,N,100,N,N
PXSAW,Pyxis Tankers Inc. - Warrant,S,N,N,100,N,N
PYPD,PolyPid Ltd. - Ordinary Shares,S,N,N,100,N,N
PYPL,"PayPal Holdings, Inc. - Common Stock",Q,N,N,100,N,N
PYXS,"Pyxis Oncology, Inc. - Common Stock",Q,N,N,100,N,N
PZZA,"Papa John's International, Inc. - Common Stock",Q,N,N,100,N,N
QCOM,QUALCOMM Incorporated - Common Stock,Q,N,N,100,N,N
QCRH,"QCR Holdings, Inc. - Common Stock",G,N,N,100,N,N
QDEL,QuidelOrtho Corporation - Common Stock,Q,N,N,100,N,N
QETA,Quetta Acquisition Corporation - Common Stock,G,N,N,100,N,N
QETAR,Quetta Acquisition Corporation - Right,G,N,N,100,N,N
QETAU,Quetta Acquisition Corporation - Unit,G,N,N,100,N,N
QFIN,"Qifu Technology, Inc - American Depositary Shares",Q,N,N,100,N,N
QH,Quhuo Limited - American Depository Shares,G,N,N,100,N,N
QIPT,Quipt Home Medical Corp. - Common Shares,S,N,N,100,N,N
QLGN,"Qualigen Therapeutics, Inc. - Common Stock",S,N,E,100,N,N
QLYS,"Qualys, Inc. - Common Stock",Q,N,N,100,N,N
QMCO,Quantum Corporation - Common Stock,G,N,E,100,N,N
QMMM,QMMM Holdings Limited - Class A Ordinary Shares,S,N,N,100,N,N
QNCX,"Quince Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
QNRX,"Quoin Pharmaceuticals, Ltd. - American Depositary Shares",S,N,N,100,N,N
QNST,"QuinStreet, Inc. - Common Stock",Q,N,N,100,N,N
QNTM,Quantum Biopharma Ltd. - Class B Subordinate Voting Shares,S,N,N,100,N,N
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund - Closed End Fund,Q,N,N,100,N,N
QRHC,Quest Resource Holding Corporation - Common Stock,S,N,N,100,N,N
QRVO,"Qorvo, Inc. - Common Stock",Q,N,N,100,N,N
QSEA,Quartzsea Acquisition Corporation - Ordinary Shares,G,N,N,100,N,N
QSEAR,Quartzsea Acquisition Corporation - Rights,G,N,N,100,N,N
QSEAU,Quartzsea Acquisition Corporation - Units,G,N,N,100,N,N
QSG,QuantaSing Group Limited - American Depositary Shares,G,N,N,100,N,N
QSI,Quantum-Si Incorporated - Class A Common Stock,G,N,N,100,N,N
QSIAW,Quantum-Si Incorporated - Warrant,G,N,N,100,N,N
QTRX,Quanterix Corporation - Common Stock,G,N,N,100,N,N
QTTB,Q32 Bio Inc. - Common Stock,S,N,D,100,N,N
QUBT,Quantum Computing Inc. - Common Stock,S,N,N,100,N,N
QUIK,QuickLogic Corporation - Common Stock,S,N,N,100,N,N
QURE,uniQure N.V. - Ordinary Shares,Q,N,N,100,N,N
QVCGA,"QVC Group, Inc. - Series A Common Stock",S,N,N,100,N,N
QVCGP,"QVC Group, Inc. - 8.0% Fixed Rate Cumulative Redeemable Preferred Stock",S,N,N,100,N,N
RAAQ,Real Asset Acquisition Corp. - Class A Ordinary Share,G,N,N,100,N,N
RAAQU,Real Asset Acquisition Corp. - Unit,G,N,N,100,N,N
RAAQW,Real Asset Acquisition Corp. - Warrants,G,N,N,100,N,N
RADX,Radiopharm Theranostics Limited - American Depositary Shares,S,N,N,100,N,N
RAIL,"Freightcar America, Inc. - Common Stock",Q,N,N,100,N,N
RAIN,"Rain Enhancement Technologies Holdco, Inc. - Class A Common Stock",G,N,D,100,N,N
RAINW,"Rain Enhancement Technologies Holdco, Inc. - Warrants",G,N,D,100,N,N
RAND,Rand Capital Corporation - Closed End Fund,S,N,N,100,N,N
RANG,Range Capital Acquisition Corp. - Ordinary Shares,G,N,N,100,N,N
RANGR,Range Capital Acquisition Corp. - Rights,G,N,N,100,N,N
RANGU,Range Capital Acquisition Corp. - Units,G,N,N,100,N,N
RANI,"Rani Therapeutics Holdings, Inc. - Class A Common Stock",G,N,D,100,N,N
RAPP,"Rapport Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
RAPT,"RAPT Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
RARE,Ultragenyx Pharmaceutical Inc. - Common Stock,Q,N,N,100,N,N
RAVE,"Rave Restaurant Group, Inc. - Common Stock",S,N,N,100,N,N
RAY,Raytech Holding Limited - ordinary shares,S,N,N,100,N,N
RAYA,Erayak Power Solution Group Inc. - Class A Ordinary Shares,S,N,N,100,N,N
RBB,RBB Bancorp - Common Stock,Q,N,N,100,N,N
RBBN,Ribbon Communications Inc.  - Common Stock,Q,N,N,100,N,N
RBCAA,"Republic Bancorp, Inc. - Class A Common Stock",Q,N,N,100,N,N
RBKB,"Rhinebeck Bancorp, Inc. - Common Stock",S,N,N,100,N,N
RBNE,Robin Energy Ltd. - Common Stock,S,N,N,100,N,N
RCAT,"Red Cat Holdings, Inc. - Common Stock",S,N,N,100,N,N
RCEL,"Avita Medical, Inc. - Common Stock",S,N,N,100,N,N
RCKT,"Rocket Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N
RCKTW,"Rocket Pharmaceuticals, Inc. - Warrant",S,N,N,100,N,N
RCKY,"Rocky Brands, Inc. - Common Stock",Q,N,N,100,N,N
RCMT,"RCM Technologies, Inc. - Common Stock",G,N,N,100,N,N
RCON,"Recon Technology, Ltd. - Class A Ordinary Shares",S,N,N,100,N,N
RCT,RedCloud Holdings plc - Ordinary Shares,S,N,N,100,N,N
RDAC,Rising Dragon Acquisition Corp. - Ordinary Shares,S,N,N,100,N,N
RDACR,Rising Dragon Acquisition Corp. - Rights,S,N,N,100,N,N
RDACU,Rising Dragon Acquisition Corp. - Unit,S,N,N,100,N,N
RDAG,Republic Digital Acquisition Company - Class A Ordinary Shares,G,N,N,100,N,N
RDAGU,Republic Digital Acquisition Company - Unit,G,N,N,100,N,N
RDAGW,Republic Digital Acquisition Company - Warrants,G,N,N,100,N,N
RDCM,Radcom Ltd. - Ordinary Shares,S,N,N,100,N,N
RDGT,"Ridgetech, Inc. - Ordinary Shares",S,N,N,100,N,N
RDHL,Redhill Biopharma Ltd. - American Depositary Shares,S,N,D,100,N,N
RDI,Reading International Inc - Class A Non-voting Common Stock,S,N,N,100,N,N
RDIB,Reading International Inc - Class B Voting Common Stock,S,N,N,100,N,N
RDNT,"RadNet, Inc. - Common Stock",G,N,N,100,N,N
RDVT,"Red Violet, Inc. - Common Stock ",S,N,N,100,N,N
RDWR,Radware Ltd. - Ordinary Shares,Q,N,N,100,N,N
RDZN,"Roadzen, Inc. - Ordinary Shares",G,N,N,100,N,N
RDZNW,"Roadzen, Inc. - Warrants",S,N,N,100,N,N
REAL,"The RealReal, Inc. - Common Stock",Q,N,N,100,N,N
REAX,"The Real Brokerage, Inc. - Common Shares",S,N,N,100,N,N
REBN,"Reborn Coffee, Inc. - Common Stock",S,N,D,100,N,N
RECT,Rectitude Holdings Ltd - Ordinary Shares,S,N,N,100,N,N
REE,REE Automotive Ltd. - Class A Ordinary Shares,S,N,D,100,N,N
REFI,"Chicago Atlantic Real Estate Finance, Inc. - Common Stock",G,N,N,100,N,N
REFR,Research Frontiers Incorporated - Common Stock,S,N,N,100,N,N
REG,Regency Centers Corporation - Common Stock,Q,N,N,100,N,N
REGCO,Regency Centers Corporation - 5.875% Series B Cumulative Redeemable Preferred Stock,Q,N,N,100,N,N
REGCP,Regency Centers Corporation - 6.25% Series A Cumulative Redeemable Preferred Stock,Q,N,N,100,N,N
REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N
REKR,"Rekor Systems, Inc. - Common Stock",S,N,N,100,N,N
RELI,"Reliance Global Group, Inc. - Common Stock",S,N,N,100,N,N
RELIW,"Reliance Global Group, Inc. - Series A Warrants",S,N,N,100,N,N
RELL,"Richardson Electronics, Ltd. - Common Stock",Q,N,N,100,N,N
RELY,"Remitly Global, Inc. - Common stock",Q,N,N,100,N,N
RENB,Renovaro Inc. - Common Stock,S,N,D,100,N,N
RENT,"Rent the Runway, Inc. - Class A Common Stock",G,N,N,100,N,N
REPL,"Replimune Group, Inc. - Common Stock",Q,N,N,100,N,N
RETO,"ReTo Eco-Solutions, Inc. - Class A Shares",S,N,N,100,N,N
REVB,"Revelation Biosciences, Inc. - Common Stock",S,N,N,100,N,N
REVBW,"Revelation Biosciences, Inc. - Warrant",S,N,N,100,N,N
REYN,Reynolds Consumer Products Inc. - Common Stock,Q,N,N,100,N,N
RFAI,RF Acquisition Corp II - Ordinary Shares,G,N,N,100,N,N
RFAIR,RF Acquisition Corp II - Right,G,N,N,100,N,N
RFAIU,RF Acquisition Corp II - Unit,G,N,N,100,N,N
RFIL,"RF Industries, Ltd. - Common Stock",G,N,N,100,N,N
RGC,Regencell Bioscience Holdings Limited - Ordinary Shares,S,N,N,100,N,N
RGCO,RGC Resources Inc. - Common Stock,G,N,N,100,N,N
RGEN,Repligen Corporation - Common Stock,Q,N,N,100,N,N
RGLD,"Royal Gold, Inc. - Common Stock",Q,N,N,100,N,N
RGNX,REGENXBIO Inc. - Common Stock,Q,N,N,100,N,N
RGP,"Resources Connection, Inc. - Common Stock",Q,N,N,100,N,N
RGS,Regis Corporation - Common Stock,G,N,N,100,N,N
RGTI,"Rigetti Computing, Inc.  - Common stock",S,N,N,100,N,N
RGTIW,"Rigetti Computing, Inc.  - Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",S,N,N,100,N,N
RHLD,Resolute Holdings Management - Common Stock,G,N,N,100,N,N
RIBB,Ribbon Acquisition Corp - Class A Ordinary Shares,S,N,N,100,N,N
RIBBR,Ribbon Acquisition Corp - Rights,S,N,N,100,N,N
RIBBU,Ribbon Acquisition Corp - Unit,S,N,N,100,N,N
RICK,"RCI Hospitality Holdings, Inc. - Common Stock",G,N,N,100,N,N
RIGL,"Rigel Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,N,N
RILY,"B. Riley Financial, Inc. - Common Stock",G,N,E,100,N,N
RILYG,"B. Riley Financial, Inc. - 5.00% Senior Notes due 2026",G,N,E,100,N,N
RILYK,"B. Riley Financial, Inc. - 5.50% Senior Notes Due 2026",G,N,E,100,N,N
RILYL,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series B Cumulative Perpetual Preferred Stock",G,N,E,100,N,N
RILYN,"B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026",G,N,E,100,N,N
RILYP,"B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock",G,N,E,100,N,N
RILYT,"B. Riley Financial, Inc. - 6.00% Senior Notes Due 2028",G,N,E,100,N,N
RILYZ,"B. Riley Financial, Inc. - 5.25% Senior Notes due 2028",G,N,E,100,N,N
RIME,"Algorhythm Holdings, Inc. - Common Stock",S,N,N,100,N,N
RIOT,"Riot Platforms, Inc. - Common Stock",S,N,N,100,N,N
RITR,Reitar Logtech Holdings Limited - Ordinary shares,S,N,N,100,N,N
RIVN,"Rivian Automotive, Inc. - Class A Common Stock",Q,N,N,100,N,N
RKDA,"Arcadia Biosciences, Inc. - Common Stock",S,N,N,100,N,N
RKLB,Rocket Lab Corporation - Common Stock,S,N,N,100,N,N
RLAY,"Relay Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
RLMD,"Relmada Therapeutics, Inc. - Common Stock",S,N,D,100,N,N
RLYB,Rallybio Corporation - Common Stock,Q,N,D,100,N,N
RMBI,"Richmond Mutual Bancorporation, Inc. - Common Stock",S,N,N,100,N,N
RMBL,"RumbleOn, Inc. - Class B Common Stock",S,N,N,100,N,N
RMBS,"Rambus, Inc. - Common Stock",Q,N,N,100,N,N
RMCF,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",S,N,N,100,N,N
RMCO,Royalty Management Holding Corporation - Class A Common Stock,S,N,N,100,N,N
RMCOW,Royalty Management Holding Corporation - Warrant,S,N,N,100,N,N
RMNI,"Rimini Street, Inc. - Common Stock",G,N,N,100,N,N
RMR,The RMR Group Inc. - Class A Common Stock,S,N,N,100,N,N
RMSG,Real Messenger Corporation - Ordinary Shares,S,N,N,100,N,N
RMSGW,Real Messenger Corporation - Warrants,S,N,N,100,N,N
RMTI,"Rockwell Medical, Inc. - Common Stock",S,N,N,100,N,N
RNA,"Avidity Biosciences, Inc. - Common Stock",G,N,N,100,N,N
RNAC,"Cartesian Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
RNAZ,"TransCode Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
RNTX,"Rein Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
RNW,ReNew Energy Global plc - Class A Shares,Q,N,N,100,N,N
RNWWW,ReNew Energy Global plc - Warrant,Q,N,N,100,N,N
RNXT,"RenovoRx, Inc. - Common Stock",S,N,N,100,N,N
ROAD,"Construction Partners, Inc. - Common Stock",Q,N,N,100,N,N
ROCK,"Gibraltar Industries, Inc. - Common Stock",Q,N,N,100,N,N
ROIV,Roivant Sciences Ltd. - Common Shares,Q,N,N,100,N,N
ROKU,"Roku, Inc. - Class A Common Stock",Q,N,N,100,N,N
ROMA,Roma Green Finance Limited - Ordinary Shares,S,N,N,100,N,N
ROOT,"Root, Inc. - Common Stock",Q,N,N,100,N,N
ROP,"Roper Technologies, Inc. - Common Stock",Q,N,N,100,N,N
ROST,"Ross Stores, Inc. - Common Stock",Q,N,N,100,N,N
RPAY,Repay Holdings Corporation - Class A Common Stock,S,N,N,100,N,N
RPD,"Rapid7, Inc. - Common Stock",G,N,N,100,N,N
RPID,"Rapid Micro Biosystems, Inc. - Class A Common Stock",S,N,N,100,N,N
RPRX,Royalty Pharma plc - Class A Ordinary Shares,Q,N,N,100,N,N
RPTX,Repare Therapeutics Inc. - Common Shares,Q,N,N,100,N,N
RR,Richtech Robotics Inc. - Class B Common Stock,S,N,N,100,N,N
RRBI,"Red River Bancshares, Inc. - Common Stock",Q,N,N,100,N,N
RRGB,"Red Robin Gourmet Burgers, Inc. - Common Stock",Q,N,N,100,N,N
RRR,"Red Rock Resorts, Inc. - Class A Common Stock",Q,N,N,100,N,N
RSLS,"ReShape Lifesciences, Inc. - Common Stock",S,N,N,100,N,N
RSSS,"Research Solutions, Inc - Common Stock",S,N,N,100,N,N
RSVR,"Reservoir Media, Inc.. - Common Stock",G,N,N,100,N,N
RSVRW,"Reservoir Media, Inc.. - Warrant",G,N,N,100,N,N
RTAC,Renatus Tactical Acquisition Corp I - Class A Ordinary Shares,G,N,N,100,N,N
RTACU,Renatus Tactical Acquisition Corp I - Unit,G,N,N,100,N,N
RTACW,Renatus Tactical Acquisition Corp I - Warrant,G,N,N,100,N,N
RUM,Rumble Inc. - Class A Common Stock,G,N,N,100,N,N
RUMBW,Rumble Inc. - Warrant,G,N,N,100,N,N
RUN,Sunrun Inc. - Common Stock,Q,N,N,100,N,N
RUSHA,"Rush Enterprises, Inc. - Class A Common Stock",Q,N,N,100,N,N
RUSHB,"Rush Enterprises, Inc. - Class B Common Stock",Q,N,N,100,N,N
RVMD,"Revolution Medicines, Inc. - Common Stock",Q,N,N,100,N,N
RVMDW,"Revolution Medicines, Inc. - Warrant",Q,N,N,100,N,N
RVPH,"Reviva Pharmaceuticals Holdings, Inc. - Common Stock",S,N,D,100,N,N
RVPHW,"Reviva Pharmaceuticals Holdings, Inc. - Warrants",S,N,N,100,N,N
RVSB,Riverview Bancorp Inc - Common Stock,Q,N,N,100,N,N
RVSN,Rail Vision Ltd. - Ordinary Shares,S,N,D,100,N,N
RVSNW,Rail Vision Ltd. - Warrant,S,N,N,100,N,N
RVYL,Ryvyl Inc. - Common Stock,S,N,D,100,N,N
RWAY,Runway Growth Finance Corp. - Common Stock,Q,N,N,100,N,N
RWAYL,Runway Growth Finance Corp. - 7.50% Notes due 2027,Q,N,N,100,N,N
RWAYZ,Runway Growth Finance Corp. - 8.00% Notes due 2027,Q,N,N,100,N,N
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",Q,N,N,100,N,N
RXST,"RxSight, Inc. - Common Stock",G,N,N,100,N,N
RXT,"Rackspace Technology, Inc. - Common Stock",Q,N,N,100,N,N
RYAAY,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",Q,N,N,100,N,N
RYET,Ruanyun Edai Technology Inc. - Ordinary shares,S,N,N,100,N,N
RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N
RZLT,"Rezolute, Inc. - Common Stock (NV)",S,N,N,100,N,N
RZLV,Rezolve AI PLC - Ordinary Shares,G,N,N,100,N,N
RZLVW,Rezolve AI PLC - Warrants,S,N,N,100,N,N
SABR,Sabre Corporation - Common Stock,Q,N,N,100,N,N
SABS,"SAB Biotherapeutics, Inc. - Common Stock",S,N,N,100,N,N
SABSW,"SAB Biotherapeutics, Inc. - Warrant",S,N,N,100,N,N
SAFT,"Safety Insurance Group, Inc. - Common Stock",Q,N,N,100,N,N
SAFX,"XCF Global, Inc. - Class A Common Stock",S,N,N,100,N,N
SAGE,"Sage Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
SAGT,SAGTEC GLOBAL LIMITED - Ordinary shares,S,N,N,100,N,N
SAIA,"Saia, Inc. - Common Stock",Q,N,N,100,N,N
SAIC,Science Applications International Corporation - Common Stock,Q,N,N,100,N,N
SAIH,SAIHEAT Limited - Class A Ordinary Shares,S,N,N,100,N,N
SAIHW,SAIHEAT Limited - Warrant,S,N,N,100,N,N
SAIL,"SailPoint, Inc. - Common Stock",Q,N,N,100,N,N
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,G,N,N,100,N,N
SANA,"Sana Biotechnology, Inc. - Common Stock",Q,N,N,100,N,N
SANG,Sangoma Technologies Corporation - Common Shares,Q,N,N,100,N,N
SANM,Sanmina Corporation - Common Stock,Q,N,N,100,N,N
SANW,S&W Seed Company - Common Stock,S,N,N,100,N,N
SATL,Satellogic Inc. - Class A Common Stock,S,N,N,100,N,N
SATLW,Satellogic Inc. - Warrant,S,N,N,100,N,N
SATS,EchoStar Corporation - Common stock,Q,N,N,100,N,N
SAVA,"Cassava Sciences, Inc. - Common Stock",S,N,N,100,N,N
SBAC,SBA Communications Corporation - Class A Common Stock,Q,N,N,100,N,N
SBC,SBC Medical Group Holdings Incorporated - Common Stock,G,N,N,100,N,N
SBCF,Seacoast Banking Corporation of Florida - Common Stock,Q,N,N,100,N,N
SBCWW,SBC Medical Group Holdings Incorporated - Warrants,S,N,N,100,N,N
SBET,"SharpLink Gaming, Inc. - Common Stock",S,N,N,100,N,N
SBFG,"SB Financial Group, Inc. - Common Stock",S,N,N,100,N,N
SBFM,Sunshine Biopharma Inc. - Common stock,S,N,N,100,N,N
SBFMW,Sunshine Biopharma Inc. - Warrant,S,N,N,100,N,N
SBGI,"Sinclair, Inc. - Class A Common Stock",Q,N,N,100,N,N
SBLK,Star Bulk Carriers Corp. - Common Shares,Q,N,N,100,N,N
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",Q,N,N,100,N,N
SBUX,Starbucks Corporation - Common Stock,Q,N,N,100,N,N
SCAG,Scage Future - American Depositary Shares,G,N,N,100,N,N
SCAGW,Scage Future - Warrants,S,N,N,100,N,N
SCHL,Scholastic Corporation - Common Stock,Q,N,N,100,N,N
SCKT,"Socket Mobile, Inc. - Common Stock",S,N,N,100,N,N
SCLX,Scilex Holding Company - Common Stock,S,N,N,100,N,N
SCLXW,Scilex Holding Company - Warrant,S,N,N,100,N,N
SCNI,Scinai Immunotherapeutics Ltd. - American Depositary Shares,S,N,N,100,N,N
SCNX,"Scienture Holdings, Inc. - Common Stock",S,N,N,100,N,N
SCOR,"comScore, Inc. - Common Stock",Q,N,N,100,N,N
SCPH,scPharmaceuticals Inc. - Common Stock,Q,N,N,100,N,N
SCSC,"ScanSource, Inc. - Common Stock",Q,N,N,100,N,N
SCVL,"Shoe Carnival, Inc. - Common Stock",Q,N,N,100,N,N
SCWO,374Water Inc. - common stock,S,N,D,100,N,N
SCYX,"SCYNEXIS, Inc. - Common Stock",G,N,D,100,N,N
SDA,SunCar Technology Group Inc. - Ordinary Shares,S,N,N,100,N,N
SDAWW,SunCar Technology Group Inc. - Warrant,S,N,N,100,N,N
SDGR,"Schrodinger, Inc. - Common Stock",Q,N,N,100,N,N
SDHI,Siddhi Acquisition Corp - Class A Common stock,G,N,N,100,N,N
SDHIR,Siddhi Acquisition Corp - Right,G,N,N,100,N,N
SDHIU,Siddhi Acquisition Corp - Unit,G,N,N,100,N,N
SDM,Smart Digital Group Limited - Ordinary Shares,S,N,N,100,N,N
SDOT,Sadot Group Inc. - Common Stock,S,N,N,100,N,N
SDST,Stardust Power Inc. - Common Stock,G,N,D,100,N,N
SDSTW,Stardust Power Inc. - Warrant,G,N,D,100,N,N
SEAT,Vivid Seats Inc. - Class A common stock,Q,N,N,100,N,N
SEATW,Vivid Seats Inc. - Warrant,Q,N,N,100,N,N
SEDG,"SolarEdge Technologies, Inc. - Common Stock",Q,N,N,100,N,N
SEED,Origin Agritech Limited - Ordinary Shares,S,N,N,100,N,N
SEER,"Seer, Inc. - Class A Common Stock",Q,N,N,100,N,N
SEGG,"Lottery.com, Inc. - Common Stock",G,N,D,100,N,N
SEIC,SEI Investments Company - Common Stock,Q,N,N,100,N,N
SELF,"Global Self Storage, Inc. - Common Stock",S,N,N,100,N,N
SELX,Semilux International Ltd. - Ordinary Shares,S,N,E,100,N,N
SENEA,Seneca Foods Corp. - Class A Common Stock,Q,N,N,100,N,N
SENEB,Seneca Foods Corp. - Class B Common Stock,Q,N,N,100,N,N
SEPN,"Septerna, Inc. - Common Stock",G,N,N,100,N,N
SERA,"Sera Prognostics, Inc. - Class A Common Stock",G,N,N,100,N,N
SERV,Serve Robotics Inc. - Common Stock,S,N,N,100,N,N
SEVN,Seven Hills Realty Trust  - Common Stock,S,N,N,100,N,N
SEZL,Sezzle Inc. - Common Stock,S,N,N,100,N,N
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",S,N,N,100,N,N
SFD,"Smithfield Foods, Inc. - Common Stock",Q,N,N,100,N,N
SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share,S,N,D,100,N,N
SFIX,"Stitch Fix, Inc. - Class A Common Stock",Q,N,N,100,N,N
SFM,"Sprouts Farmers Market, Inc. - Common Stock",Q,N,N,100,N,N
SFNC,Simmons First National Corporation - Common Stock,Q,N,N,100,N,N
SFST,"Southern First Bancshares, Inc. - Common Stock",G,N,N,100,N,N
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,S,N,N,100,N,N
SGA,"Saga Communications, Inc. - Class A Common Stock",G,N,N,100,N,N
SGBX,Safe & Green Holdings Corp. - Common Stock,S,N,H,100,N,N
SGC,"Superior Group of Companies, Inc. - Common Stock",G,N,N,100,N,N
SGD,Safe and Green Development Corporation - Common Stock,S,N,N,100,N,N
SGHT,"Sight Sciences, Inc. - Common Stock",Q,N,N,100,N,N
SGLY,Singularity Future Technology Ltd. - Common Stock,S,N,N,100,N,N
SGMA,"SigmaTron International, Inc. - Common Stock",S,N,N,100,N,N
SGML,Sigma Lithium Corporation - common shares,S,N,N,100,N,N
SGMO,"Sangamo Therapeutics, Inc. - Common Stock",S,N,D,100,N,N
SGMT,Sagimet Biosciences Inc. - Series A Common Stock,G,N,N,100,N,N
SGRP,"SPAR Group, Inc. - Common Stock",S,N,E,100,N,N
SGRY,"Surgery Partners, Inc. - Common Stock",Q,N,N,100,N,N
SHBI,"Shore Bancshares, Inc. - Common Stock",Q,N,N,100,N,N
SHC,Sotera Health Company - Common Stock,Q,N,N,100,N,N
SHEN,Shenandoah Telecommunications Co - Common Stock,Q,N,N,100,N,N
SHFS,"SHF Holdings, Inc. - Class A Common Stock",S,N,D,100,N,N
SHFSW,"SHF Holdings, Inc. - Warrants",S,N,D,100,N,N
SHIM,Shimmick Corporation - Common Stock,S,N,N,100,N,N
SHIP,Seanergy Maritime Holdings Corp. - Common Stock,S,N,N,100,N,N
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",G,N,N,100,N,N
SHMD,SCHMID Group N.V. - Class A Ordinary Shares,G,N,E,100,N,N
SHMDW,SCHMID Group N.V. - Warrants,S,N,E,100,N,N
SHOO,"Steven Madden, Ltd. - Common Stock",Q,N,N,100,N,N
SHOP,Shopify Inc. - Class A Subordinate Voting Shares,Q,N,N,100,N,N
SHOT,"Safety Shot, Inc. - Common Stock",S,N,D,100,N,N
SHOTW,"Safety Shot, Inc. - Warrant",S,N,N,100,N,N
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",S,N,N,100,N,N
SIBN,"SI-BONE, Inc. - Common Stock",G,N,N,100,N,N
SIDU,"Sidus Space, Inc. - Class A Common Stock",S,N,N,100,N,N
SIEB,Siebert Financial Corp. - Common Stock,S,N,N,100,N,N
SIFY,Sify Technologies Limited - American Depository Shares,S,N,N,100,N,N
SIGA,SIGA Technologies Inc. - Common Stock,G,N,N,100,N,N
SIGI,"Selective Insurance Group, Inc. - Common Stock",Q,N,N,100,N,N
SIGIP,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",Q,N,N,100,N,N
SILC,Silicom Ltd - Ordinary Shares,Q,N,N,100,N,N
SILO,"Silo Pharma, Inc. - Common Stock",S,N,D,100,N,N
SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100,N,N
SIMAU,SIM Acquisition Corp. I - Unit,G,N,N,100,N,N
SIMAW,SIM Acquisition Corp. I - Warrant,G,N,N,100,N,N
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Q,N,N,100,N,N
SINT,"SiNtx Technologies, Inc. - Common Stock",S,N,N,100,N,N
SION,"Sionna Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
SIRI,SiriusXM Holdings Inc. - Common Stock,Q,N,N,100,N,N
SISI,"Shineco, Inc. - Common Stock",S,N,D,100,N,N
SITM,SiTime Corporation - Common Stock,G,N,N,100,N,N
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,S,N,D,100,N,N
